block_timestamp,norm_factor,WETH,OSQTH
2023-08-14 01:47:00,0.289488558080286985,1839.225728395843,0.0536918686422967
2023-08-14 01:48:00,0.289488558080286985,1839.225728395843,0.0536918686422967
2023-08-14 01:49:00,0.289488558080286985,1839.225728395843,0.0536918686422967
2023-08-14 01:50:00,0.289488558080286985,1839.225728395843,0.0536918686422967
2023-08-14 01:51:00,0.289488558080286985,1839.225728395843,0.0536918686422967
2023-08-14 01:52:00,0.289488558080286985,1839.225728395843,0.0536918686422967
2023-08-14 01:53:00,0.289488558080286985,1839.225728395843,0.0536918686422967
2023-08-14 01:54:00,0.289488558080286985,1839.225728395843,0.0536918686422967
2023-08-14 01:55:00,0.289488558080286985,1839.225728395843,0.0536918686422967
2023-08-14 01:56:00,0.289488558080286985,1839.225728395843,0.0536918686422967
2023-08-14 01:57:00,0.289488558080286985,1839.225728395843,0.0536918686422967
2023-08-14 01:58:00,0.289488558080286985,1839.225728395843,0.0536918686422967
2023-08-14 01:59:00,0.289488558080286985,1839.225728395843,0.0536918686422967
2023-08-14 02:00:00,0.289488558080286985,1839.225728395843,0.0536918686422967
2023-08-14 02:01:00,0.289488558080286985,1839.225728395843,0.0536918686422967
2023-08-14 02:02:00,0.289488558080286985,1839.225728395843,0.0536918686422967
2023-08-14 02:03:00,0.289488558080286985,1839.225728395843,0.0536918686422967
2023-08-14 02:04:00,0.289488558080286985,1839.225728395843,0.0536918686422967
2023-08-14 02:05:00,0.289488558080286985,1839.225728395843,0.0536918686422967
2023-08-14 02:06:00,0.289488558080286985,1839.225728395843,0.0536918686422967
2023-08-14 02:07:00,0.289488558080286985,1839.225728395843,0.0536918686422967
2023-08-14 02:08:00,0.289488558080286985,1839.2246854382677,0.0536918686422967
2023-08-14 02:09:00,0.289488558080286985,1839.2246854382677,0.0536918686422967
2023-08-14 02:10:00,0.289488558080286985,1839.2246854382677,0.0536918686422967
2023-08-14 02:11:00,0.289488558080286985,1839.2246854382677,0.0536918686422967
2023-08-14 02:12:00,0.289488558080286985,1839.2246854382677,0.0536918686422967
2023-08-14 02:13:00,0.289488558080286985,1839.2246854382677,0.0536918686422967
2023-08-14 02:14:00,0.289488558080286985,1839.2246854382677,0.0536918686422967
2023-08-14 02:15:00,0.289488558080286985,1839.2246854382677,0.0536918686422967
2023-08-14 02:16:00,0.289488558080286985,1839.2246854382677,0.0536918686422967
2023-08-14 02:17:00,0.289488558080286985,1839.2246854382677,0.0536918686422967
2023-08-14 02:18:00,0.289488558080286985,1839.2246854382677,0.0536918686422967
2023-08-14 02:19:00,0.289488558080286985,1839.2246854382677,0.0536918686422967
2023-08-14 02:20:00,0.289488558080286985,1839.2246854382677,0.0536918686422967
2023-08-14 02:21:00,0.289488558080286985,1839.2246854382677,0.0536918686422967
2023-08-14 02:22:00,0.289488558080286985,1839.2246854382677,0.0536918686422967
2023-08-14 02:23:00,0.289488558080286985,1839.2246854382677,0.0536918686422967
2023-08-14 02:24:00,0.289488558080286985,1839.2246854382677,0.0536918686422967
2023-08-14 02:25:00,0.289488558080286985,1839.2246854382677,0.0536918686422967
2023-08-14 02:26:00,0.289488558080286985,1839.2246854382677,0.0536918686422967
2023-08-14 02:27:00,0.289488558080286985,1839.2246854382677,0.0536918686422967
2023-08-14 02:28:00,0.289488558080286985,1839.2246854382677,0.0536918686422967
2023-08-14 02:29:00,0.289488558080286985,1839.192727217047,0.0536918686422967
2023-08-14 02:30:00,0.289488558080286985,1839.192727217047,0.0536918686422967
2023-08-14 02:31:00,0.289488558080286985,1839.192727217047,0.0536918686422967
2023-08-14 02:32:00,0.289488558080286985,1839.192727217047,0.0536918686422967
2023-08-14 02:33:00,0.289488558080286985,1839.192727217047,0.0536918686422967
2023-08-14 02:34:00,0.289488558080286985,1839.192727217047,0.0536918686422967
2023-08-14 02:35:00,0.289488558080286985,1839.192727217047,0.0536918686422967
2023-08-14 02:36:00,0.289488558080286985,1839.192727217047,0.0536918686422967
2023-08-14 02:37:00,0.289488558080286985,1839.192727217047,0.0536918686422967
2023-08-14 02:38:00,0.289488558080286985,1839.192727217047,0.0536918686422967
2023-08-14 02:39:00,0.289488558080286985,1839.192727217047,0.0536918686422967
2023-08-14 02:40:00,0.289488558080286985,1839.192727217047,0.0536918686422967
2023-08-14 02:41:00,0.289488558080286985,1839.192727217047,0.0536918686422967
2023-08-14 02:42:00,0.289488558080286985,1839.192727217047,0.0536918686422967
2023-08-14 02:43:00,0.289488558080286985,1839.192727217047,0.0536918686422967
2023-08-14 02:44:00,0.289488558080286985,1839.192727217047,0.0536918686422967
2023-08-14 02:45:00,0.289488558080286985,1839.192727217047,0.0536918686422967
2023-08-14 02:46:00,0.289488558080286985,1840.154594916977,0.0536918686422967
2023-08-14 02:47:00,0.289488558080286985,1840.1571614645009,0.0536918686422967
2023-08-14 02:48:00,0.289488558080286985,1840.1571614645009,0.0536918686422967
2023-08-14 02:49:00,0.289488558080286985,1840.1571614645009,0.0536918686422967
2023-08-14 02:50:00,0.289488558080286985,1840.1571614645009,0.0536918686422967
2023-08-14 02:51:00,0.289488558080286985,1840.1571614645009,0.0536918686422967
2023-08-14 02:52:00,0.289488558080286985,1840.1571614645009,0.0536918686422967
2023-08-14 02:53:00,0.289488558080286985,1840.1571614645009,0.0536918686422967
2023-08-14 02:54:00,0.289488558080286985,1840.1571614645009,0.0536918686422967
2023-08-14 02:55:00,0.289488558080286985,1840.1571614645009,0.0536918686422967
2023-08-14 02:56:00,0.289488558080286985,1840.1571614645009,0.0536918686422967
2023-08-14 02:57:00,0.289488558080286985,1840.1571614645009,0.0536918686422967
2023-08-14 02:58:00,0.289488558080286985,1840.1571614645009,0.0536918686422967
2023-08-14 02:59:00,0.289488558080286985,1840.1571614645009,0.0536918686422967
2023-08-14 03:00:00,0.289488558080286985,1840.1571614645009,0.0536918686422967
2023-08-14 03:01:00,0.289488558080286985,1840.1580277807625,0.0536918686422967
2023-08-14 03:02:00,0.289488558080286985,1840.1580277807625,0.0536918686422967
2023-08-14 03:03:00,0.289488558080286985,1840.1580277807625,0.0536918686422967
2023-08-14 03:04:00,0.289488558080286985,1840.1580277807625,0.0536918686422967
2023-08-14 03:05:00,0.289488558080286985,1840.1580277807625,0.0536918686422967
2023-08-14 03:06:00,0.289488558080286985,1840.1580277807625,0.0536918686422967
2023-08-14 03:07:00,0.289488558080286985,1840.1580277807625,0.0536918686422967
2023-08-14 03:08:00,0.289488558080286985,1840.159370300154,0.0536918686422967
2023-08-14 03:09:00,0.289488558080286985,1840.1598905491344,0.0536918686422967
2023-08-14 03:10:00,0.289488558080286985,1840.1598905491344,0.0536918686422967
2023-08-14 03:11:00,0.289488558080286985,1840.1598905491344,0.0536918686422967
2023-08-14 03:12:00,0.289488558080286985,1840.1598905491344,0.0536918686422967
2023-08-14 03:13:00,0.289488558080286985,1840.1598905491344,0.0536918686422967
2023-08-14 03:14:00,0.289488558080286985,1840.1598905491344,0.0536918686422967
2023-08-14 03:15:00,0.289488558080286985,1840.1598905491344,0.0536918686422967
2023-08-14 03:16:00,0.289488558080286985,1840.1598905491344,0.0536918686422967
2023-08-14 03:17:00,0.289488558080286985,1840.1598905491344,0.0536918686422967
2023-08-14 03:18:00,0.289488558080286985,1840.1598905491344,0.0536918686422967
2023-08-14 03:19:00,0.289488558080286985,1840.1598905491344,0.0536918686422967
2023-08-14 03:20:00,0.289488558080286985,1840.1598905491344,0.0536918686422967
2023-08-14 03:21:00,0.289488558080286985,1840.1598905491344,0.0536918686422967
2023-08-14 03:22:00,0.289488558080286985,1840.1598905491344,0.0536918686422967
2023-08-14 03:23:00,0.289488558080286985,1840.1598905491344,0.0536918686422967
2023-08-14 03:24:00,0.289488558080286985,1840.1598905491344,0.0536918686422967
2023-08-14 03:25:00,0.289488558080286985,1840.1598905491344,0.0536918686422967
2023-08-14 03:26:00,0.289488558080286985,1840.1598905491344,0.0536918686422967
2023-08-14 03:27:00,0.289488558080286985,1840.1598905491344,0.0536918686422967
2023-08-14 03:28:00,0.289488558080286985,1840.1598905491344,0.0536918686422967
2023-08-14 03:29:00,0.289488558080286985,1840.1598905491344,0.0536918686422967
2023-08-14 03:30:00,0.289488558080286985,1840.1598905491344,0.0536918686422967
2023-08-14 03:31:00,0.289488558080286985,1840.1598905491344,0.0536918686422967
2023-08-14 03:32:00,0.289488558080286985,1840.1598905491344,0.0536918686422967
2023-08-14 03:33:00,0.289488558080286985,1840.1598905491344,0.0536918686422967
2023-08-14 03:34:00,0.289488558080286985,1840.20427158566,0.0536918686422967
2023-08-14 03:35:00,0.289488558080286985,1840.20427158566,0.0536918686422967
2023-08-14 03:36:00,0.289488558080286985,1840.2067840257612,0.0536918686422967
2023-08-14 03:37:00,0.289488558080286985,1840.208074684639,0.0536918686422967
2023-08-14 03:38:00,0.289488558080286985,1840.2153860973003,0.0536918686422967
2023-08-14 03:39:00,0.289488558080286985,1840.2177521856893,0.0536918686422967
2023-08-14 03:40:00,0.289488558080286985,1840.2177521856893,0.0536918686422967
2023-08-14 03:41:00,0.289488558080286985,1840.2177521856893,0.0536918686422967
2023-08-14 03:42:00,0.289488558080286985,1840.2177521856893,0.0536918686422967
2023-08-14 03:43:00,0.289488558080286985,1840.2177521856893,0.0536918686422967
2023-08-14 03:44:00,0.289488558080286985,1840.2177521856893,0.0536918686422967
2023-08-14 03:45:00,0.289488558080286985,1840.2177521856893,0.0536918686422967
2023-08-14 03:46:00,0.289488558080286985,1840.2177521856893,0.0536918686422967
2023-08-14 03:47:00,0.289488558080286985,1840.2177521856893,0.0536918686422967
2023-08-14 03:48:00,0.289488558080286985,1840.2177521856893,0.0536918686422967
2023-08-14 03:49:00,0.289488558080286985,1840.218225122656,0.0536918686422967
2023-08-14 03:50:00,0.289488558080286985,1840.218225122656,0.0536918686422967
2023-08-14 03:51:00,0.289488558080286985,1840.218698046091,0.0536918686422967
2023-08-14 03:52:00,0.289488558080286985,1840.218698046091,0.0536918686422967
2023-08-14 03:53:00,0.289488558080286985,1840.218698046091,0.0536918686422967
2023-08-14 03:54:00,0.289488558080286985,1840.2223237904725,0.0536918686422967
2023-08-14 03:55:00,0.289488558080286985,1840.2223237904725,0.0536918686422967
2023-08-14 03:56:00,0.289488558080286985,1840.2223237904725,0.0536918686422967
2023-08-14 03:57:00,0.289488558080286985,1840.2223237904725,0.0536918686422967
2023-08-14 03:58:00,0.289488558080286985,1840.2270533014548,0.0536918686422967
2023-08-14 03:59:00,0.289488558080286985,1840.2270533014548,0.0536918686422967
2023-08-14 04:00:00,0.289488558080286985,1840.2270533014548,0.0536918686422967
2023-08-14 04:01:00,0.289488558080286985,1840.2270533014548,0.0536918686422967
2023-08-14 04:02:00,0.289488558080286985,1840.2313309658716,0.0536918686422967
2023-08-14 04:03:00,0.289488558080286985,1840.6397785504168,0.0536918686422967
2023-08-14 04:04:00,0.289488558080286985,1840.6825602150063,0.0536918686422967
2023-08-14 04:05:00,0.289488558080286985,1840.6825602150063,0.0536918686422967
2023-08-14 04:06:00,0.289488558080286985,1840.9226949214249,0.0536918686422967
2023-08-14 04:07:00,0.289488558080286985,1840.925062516425,0.0536918686422967
2023-08-14 04:08:00,0.289488558080286985,1840.925062516425,0.0536918686422967
2023-08-14 04:09:00,0.289488558080286985,1840.925062516425,0.0536918686422967
2023-08-14 04:10:00,0.289488558080286985,1840.925062516425,0.0536918686422967
2023-08-14 04:11:00,0.289488558080286985,1840.9275721844067,0.0536918686422967
2023-08-14 04:12:00,0.289488558080286985,1840.9277299409284,0.0536918686422967
2023-08-14 04:13:00,0.289488558080286985,1840.9277299409284,0.0536918686422967
2023-08-14 04:14:00,0.289488558080286985,1840.9277299409284,0.0536918686422967
2023-08-14 04:15:00,0.289488558080286985,1840.9277299409284,0.0536918686422967
2023-08-14 04:16:00,0.289488558080286985,1840.9277299409284,0.0536918686422967
2023-08-14 04:17:00,0.289488558080286985,1840.9277299409284,0.0536918686422967
2023-08-14 04:18:00,0.289473083650236875,1840.9277299409284,0.0536957166632097
2023-08-14 04:19:00,0.289473083650236875,1840.9277299409284,0.0536957166632097
2023-08-14 04:20:00,0.289473083650236875,1840.93733797494,0.0536957166632097
2023-08-14 04:21:00,0.289473083650236875,1840.95928890804,0.0536957166632097
2023-08-14 04:22:00,0.289473083650236875,1840.9749182607172,0.0536957166632097
2023-08-14 04:23:00,0.289473083650236875,1840.9749182607172,0.0536957166632097
2023-08-14 04:24:00,0.289473083650236875,1841.569515177807,0.0536957166632097
2023-08-14 04:25:00,0.289473083650236875,1841.569515177807,0.0536957166632097
2023-08-14 04:26:00,0.289473083650236875,1841.5700607858396,0.0536957166632097
2023-08-14 04:27:00,0.289473083650236875,1841.5700607858396,0.0536957166632097
2023-08-14 04:28:00,0.289473083650236875,1841.5700607858396,0.0536957166632097
2023-08-14 04:29:00,0.289473083650236875,1841.5700607858396,0.0536957166632097
2023-08-14 04:30:00,0.289473083650236875,1841.5706923719588,0.0536957166632097
2023-08-14 04:31:00,0.289473083650236875,1841.5706923719588,0.0536957166632097
2023-08-14 04:32:00,0.289473083650236875,1841.5706923719588,0.0536957166632097
2023-08-14 04:33:00,0.289473083650236875,1841.5722713431464,0.0536957166632097
2023-08-14 04:34:00,0.289473083650236875,1841.5725871310387,0.0536957166632097
2023-08-14 04:35:00,0.289473083650236875,1841.5725871310387,0.0536957166632097
2023-08-14 04:36:00,0.289473083650236875,1841.5725871310387,0.0536957166632097
2023-08-14 04:37:00,0.289473083650236875,1841.5725871310387,0.0536957166632097
2023-08-14 04:38:00,0.289473083650236875,1841.5757450274195,0.0536957166632097
2023-08-14 04:39:00,0.289473083650236875,1841.5837976597095,0.0536957166632097
2023-08-14 04:40:00,0.289473083650236875,1841.5837976597095,0.0536957166632097
2023-08-14 04:41:00,0.289473083650236875,1841.5837976597095,0.0536957166632097
2023-08-14 04:42:00,0.289473083650236875,1841.585269906064,0.0536957166632097
2023-08-14 04:43:00,0.289473083650236875,1841.585269906064,0.0536957166632097
2023-08-14 04:44:00,0.289473083650236875,1841.585269906064,0.0536957166632097
2023-08-14 04:45:00,0.289473083650236875,1841.585269906064,0.0536957166632097
2023-08-14 04:46:00,0.289473083650236875,1841.585269906064,0.0536957166632097
2023-08-14 04:47:00,0.289473083650236875,1841.585269906064,0.0536957166632097
2023-08-14 04:48:00,0.289473083650236875,1841.587322695455,0.0536957166632097
2023-08-14 04:49:00,0.289473083650236875,1841.587322695455,0.0536957166632097
2023-08-14 04:50:00,0.289473083650236875,1841.587322695455,0.0536957166632097
2023-08-14 04:51:00,0.289473083650236875,1841.587322695455,0.0536957166632097
2023-08-14 04:52:00,0.289473083650236875,1841.587322695455,0.0536957166632097
2023-08-14 04:53:00,0.289473083650236875,1841.587322695455,0.0536957166632097
2023-08-14 04:54:00,0.289473083650236875,1841.587322695455,0.0536957166632097
2023-08-14 04:55:00,0.289473083650236875,1841.587322695455,0.0536957166632097
2023-08-14 04:56:00,0.289473083650236875,1841.587540615073,0.0536957166632097
2023-08-14 04:57:00,0.289473083650236875,1841.587540615073,0.0536957166632097
2023-08-14 04:58:00,0.289473083650236875,1841.587540615073,0.0536957166632097
2023-08-14 04:59:00,0.289473083650236875,1841.587540615073,0.0536957166632097
2023-08-14 05:00:00,0.289473083650236875,1841.587540615073,0.0536957166632097
2023-08-14 05:01:00,0.289473083650236875,1841.587540615073,0.0536957166632097
2023-08-14 05:02:00,0.289473083650236875,1841.587540615073,0.0536957166632097
2023-08-14 05:03:00,0.289473083650236875,1841.587540615073,0.0536957166632097
2023-08-14 05:04:00,0.289473083650236875,1841.587540615073,0.0536957166632097
2023-08-14 05:05:00,0.289473083650236875,1841.587540615073,0.0536957166632097
2023-08-14 05:06:00,0.289473083650236875,1841.587540615073,0.0536957166632097
2023-08-14 05:07:00,0.289473083650236875,1841.587540615073,0.0536957166632097
2023-08-14 05:08:00,0.289473083650236875,1841.587540615073,0.0536957166632097
2023-08-14 05:09:00,0.289473083650236875,1841.587540615073,0.0536957166632097
2023-08-14 05:10:00,0.289473083650236875,1841.587540615073,0.0536957166632097
2023-08-14 05:11:00,0.289473083650236875,1841.587540615073,0.0536957166632097
2023-08-14 05:12:00,0.289473083650236875,1841.587540615073,0.0536957166632097
2023-08-14 05:13:00,0.289473083650236875,1841.587540615073,0.0536957166632097
2023-08-14 05:14:00,0.289473083650236875,1841.587540615073,0.0536957166632097
2023-08-14 05:15:00,0.289473083650236875,1841.587540615073,0.0536957166632097
2023-08-14 05:16:00,0.289473083650236875,1841.587540615073,0.0536957166632097
2023-08-14 05:17:00,0.289473083650236875,1841.587540615073,0.0536957166632097
2023-08-14 05:18:00,0.289473083650236875,1841.589119628858,0.0536957166632097
2023-08-14 05:19:00,0.289473083650236875,1841.592277620913,0.0536957166632097
2023-08-14 05:20:00,0.289473083650236875,1841.592277620913,0.0536957166632097
2023-08-14 05:21:00,0.289473083650236875,1841.592277620913,0.0536957166632097
2023-08-14 05:22:00,0.289473083650236875,1841.592277620913,0.0536957166632097
2023-08-14 05:23:00,0.289473083650236875,1841.592277620913,0.0536957166632097
2023-08-14 05:24:00,0.289473083650236875,1841.592277620913,0.0536957166632097
2023-08-14 05:25:00,0.289473083650236875,1841.592277620913,0.0536957166632097
2023-08-14 05:26:00,0.289473083650236875,1841.592277620913,0.0536957166632097
2023-08-14 05:27:00,0.289473083650236875,1841.592277620913,0.0536957166632097
2023-08-14 05:28:00,0.289473083650236875,1841.592277620913,0.0536957166632097
2023-08-14 05:29:00,0.289473083650236875,1841.592277620913,0.0536957166632097
2023-08-14 05:30:00,0.289473083650236875,1841.592277620913,0.0536957166632097
2023-08-14 05:31:00,0.289473083650236875,1841.594539566404,0.0536957166632097
2023-08-14 05:32:00,0.289473083650236875,1841.594539566404,0.0536957166632097
2023-08-14 05:33:00,0.289473083650236875,1841.594539566404,0.0536957166632097
2023-08-14 05:34:00,0.289473083650236875,1841.594539566404,0.0536957166632097
2023-08-14 05:35:00,0.289473083650236875,1841.594539566404,0.0536957166632097
2023-08-14 05:36:00,0.289473083650236875,1841.594539566404,0.0536957166632097
2023-08-14 05:37:00,0.289473083650236875,1841.5958659136024,0.0536957166632097
2023-08-14 05:38:00,0.289473083650236875,1841.5958659136024,0.0536957166632097
2023-08-14 05:39:00,0.289473083650236875,1841.5974448798288,0.0536957166632097
2023-08-14 05:40:00,0.289473083650236875,1841.5974448798288,0.0536957166632097
2023-08-14 05:41:00,0.289473083650236875,1841.601044918972,0.0536957166632097
2023-08-14 05:42:00,0.289473083650236875,1841.616034158302,0.0536957166632097
2023-08-14 05:43:00,0.289473083650236875,1841.616034158302,0.0536957166632097
2023-08-14 05:44:00,0.289473083650236875,1841.618955287266,0.0536957166632097
2023-08-14 05:45:00,0.289473083650236875,1841.62050270028,0.0536957166632097
2023-08-14 05:46:00,0.289473083650236875,1841.62050270028,0.0536957166632097
2023-08-14 05:47:00,0.289473083650236875,1842.7084058652904,0.0536957166632097
2023-08-14 05:48:00,0.289473083650236875,1843.341883261247,0.0536957166632097
2023-08-14 05:49:00,0.289473083650236875,1843.35478086262,0.0536957166632097
2023-08-14 05:50:00,0.289473083650236875,1843.356679025512,0.0536957166632097
2023-08-14 05:51:00,0.289473083650236875,1843.356679025512,0.0536957166632097
2023-08-14 05:52:00,0.289473083650236875,1843.3581024093755,0.0536957166632097
2023-08-14 05:53:00,0.289473083650236875,1843.3581024093755,0.0536957166632097
